2019000001,11,30000436,1566,4,125.61489586664167,Y,20000001
2019000002,7,30000905,2418,1,118.54641580580083,Y,20000002
2019000003,1,30000747,2727,3,111.1860954421362,Y,20000003
2019000004,8,30001280,2975,1,78.22630792258647,Y,20000004
2019000005,1,30000857,1780,2,109.38933717392904,Y,
2019000006,2,30000796,1730,5,118.15282434782921,Y,20000005
2019000007,9,30000201,1232,5,73.2015020204964,Y,
2019000008,12,30000885,1737,2,40.70596495073491,Y,
2019000009,4,30000695,1063,4,125.94560594084399,Y,20000006
2019000010,2,30000314,1268,3,65.0061578250257,Y,
2019000011,4,30001224,2846,3,185.55394697136467,Y,20000007
2019000012,2,30000805,1159,4,169.13230820599642,Y,20000008
2019000013,7,30000816,1085,2,128.55311769880274,Y,
2019000014,12,30000007,2560,2,86.53662073446662,Y,20000009
2019000015,8,30000463,2898,4,101.45382370046559,Y,20000010
2019000016,2,30001273,2136,5,91.40810758710926,Y,20000011
2019000017,11,30000398,2043,2,54.05850785240955,Y,
2019000018,12,30000056,2520,2,85.62334370319309,Y,20000012
2019000019,12,30001226,1319,1,197.6543017084065,Y,20000013
2019000020,5,30000416,1845,1,38.68581776739423,Y,20000014
2019000021,8,30000931,1914,4,38.34424180608142,Y,20000015
2019000022,9,30001009,1248,1,162.3508116569821,Y,20000016
2019000023,7,30000729,1859,1,153.85296730420146,Y,20000017
2019000024,12,30000541,1654,1,70.87800515472713,Y,20000018
2019000025,2,30001233,2340,1,84.30280212678161,Y,20000019
2019000026,5,30000509,2208,3,159.823397755362,Y,20000020
2019000027,3,30000162,2501,1,130.55055696349123,Y,20000021
2019000028,2,30000547,2094,2,32.969577058087076,Y,20000022
2019000029,1,30000346,1588,3,115.31911719667464,Y,
2019000030,3,30000253,1947,5,101.40178022235197,Y,20000023
2019000031,12,30000790,2311,5,141.02233152659366,Y,20000024
2019000032,1,30000346,2396,5,93.87106385308164,Y,20000025
2019000033,12,30000665,1127,5,94.44161437372314,Y,20000026
2019000034,5,30000685,2221,2,59.576622775157894,Y,20000027
2019000035,4,30000345,1861,2,165.43255629492688,Y,20000028
2019000036,9,30001137,1140,3,164.04615535237662,Y,20000029
2019000037,1,30000666,1128,5,46.87284797874679,Y,20000030
2019000038,6,30000896,1451,1,71.69290187980124,Y,20000031
2019000039,10,30001204,2971,4,173.60905036820157,Y,20000032
2019000040,4,30001081,1220,4,173.2208862919007,Y,
2019000041,5,30000887,2286,5,144.95431756254493,Y,20000033
2019000042,12,30000865,1983,1,95.70222068101307,Y,
2019000043,2,30001011,2997,5,150.2788979884001,Y,20000034
2019000044,12,30000636,1518,4,178.51600955623823,Y,20000035
2019000045,3,30000799,1894,2,194.98354149084366,Y,20000036
2019000046,11,30000349,1037,3,130.39882469305135,Y,
2019000047,8,30000697,1214,1,39.65312109078667,Y,20000037
2019000048,7,30000079,1271,4,119.55799138006297,Y,20000038
2019000049,10,30000275,1252,3,38.94095734008343,Y,20000039
2019000050,12,30000891,1543,2,58.95235089908428,Y,20000040
2019000051,1,30000559,1526,4,105.16730698559634,Y,20000041
2019000052,10,30000043,2863,4,137.50472025909687,Y,20000042
2019000053,4,30001305,1219,1,154.7737469686949,Y,20000043
2019000054,12,30000830,1020,5,159.91737426576643,Y,20000044
2019000055,11,30000806,1004,2,34.88615247334582,Y,20000045
2019000056,11,30000750,1110,2,174.91493922236063,Y,20000046
2019000057,3,30000343,1688,4,124.83377604360919,Y,20000047
2019000058,1,30000628,1855,5,62.303385477848124,Y,20000048
2019000059,8,30001042,1674,3,135.49327228041233,Y,20000049
2019000060,11,30000381,2827,1,148.78733962909354,Y,20000050
2019000061,8,30001150,2057,1,88.20474752375466,Y,20000051
2019000062,11,30000488,1834,1,146.31835764612472,Y,20000052
2019000063,2,30001138,2465,1,130.34385717109512,Y,
2019000064,9,30000377,2044,4,40.20842728815367,N,
2019000065,8,30000032,1222,3,113.93124007907863,Y,20000053
2019000066,1,30000253,1900,5,160.59966219325983,Y,20000054
2019000067,5,30000860,2829,1,33.56174989650665,N,
2019000068,7,30000257,2079,5,175.19457860495268,Y,20000055
2019000069,9,30000786,2818,2,118.70006392882586,Y,20000056
2019000070,6,30000047,2342,1,101.05943096182897,Y,20000057
2019000071,5,30000420,2292,5,100.78487974153114,Y,
2019000072,8,30000220,2919,5,179.2158150048519,Y,20000058
2019000073,7,30000455,2105,3,40.25696369469953,Y,
2019000074,2,30000296,1431,5,179.32546397719696,Y,20000059
2019000075,12,30000214,1378,4,152.4518315871937,Y,20000060
2019000076,2,30000999,2789,3,172.13731531915954,Y,
2019000077,8,30000791,3000,1,62.70252243161847,Y,20000061
2019000078,6,30000058,2573,1,124.83782591376948,Y,20000062
2019000079,6,30001225,1099,4,37.04613918305649,Y,20000063
2019000080,7,30001279,2839,5,104.07484512848633,Y,
2019000081,2,30000352,2278,1,57.27510462909504,Y,20000064
2019000082,6,30001206,1838,3,120.96752046045614,Y,20000065
2019000083,3,30000876,2200,1,164.67963866595187,Y,
2019000084,8,30000762,2289,2,73.25194333149614,Y,
2019000085,2,30000780,2981,4,181.03970269296155,Y,
2019000086,9,30000268,1544,4,140.53617042498598,Y,20000066
2019000087,12,30000511,2249,3,138.9562297390264,Y,20000067
2019000088,4,30000343,2838,3,138.92922276833764,Y,20000068
2019000089,11,30001294,1196,2,85.66655652642133,Y,20000069
2019000090,7,30000427,1230,4,103.64135226516962,Y,20000070
2019000091,11,30001196,1137,5,131.19729582745356,Y,20000071
2019000092,1,30000224,2715,3,176.86110611995502,Y,20000072
2019000093,4,30000315,2526,3,161.45577293218443,Y,20000073
2019000094,9,30000579,2014,2,110.81473359650991,Y,20000074
2019000095,10,30000485,1237,3,151.89631814164284,Y,20000075
2019000096,7,30000912,2618,1,129.49631758770707,Y,20000076
2019000097,8,30000098,1873,5,70.88634040047917,Y,20000077
2019000098,8,30001070,1560,4,30.534826189080636,Y,
2019000099,4,30000410,1434,3,55.53802062923669,Y,20000078
2019000100,11,30000924,1981,5,141.1220928624362,Y,20000079
2019000101,6,30001214,2766,4,149.28343347656778,Y,20000080
2019000102,7,30001264,2751,4,92.99809715317951,Y,20000081
2019000103,4,30000202,1866,4,65.01486894742128,Y,20000082
2019000104,9,30000399,1449,4,156.27354852849894,Y,20000083
2019000105,10,30000844,1624,5,159.12106094570717,Y,20000084
2019000106,5,30000111,2265,5,188.44410492477337,Y,20000085
2019000107,5,30000224,1575,2,140.69369353171032,N,
2019000108,8,30001298,2447,4,88.42787087820216,Y,
2019000109,11,30001207,1050,5,60.39679908408003,Y,20000086
2019000110,5,30000727,1934,2,139.23500720652402,Y,20000087
2019000111,3,30000313,2327,2,168.46571318930043,Y,
2019000112,12,30000463,2840,1,181.96449873056,Y,20000088
2019000113,9,30001103,2282,1,42.69040942483241,Y,
2019000114,6,30001316,2691,3,190.10137695470203,Y,
2019000115,4,30000091,2597,4,146.07076885250507,Y,
2019000116,8,30000174,2071,3,45.6942117161234,Y,20000089
2019000117,3,30000088,2655,5,149.92941845141848,Y,20000090
2019000118,2,30000240,2802,3,84.42496642210466,Y,
2019000119,8,30000975,2338,2,154.23583448984368,Y,20000091
2019000120,12,30000189,1739,1,109.11488572951032,Y,20000092
2019000121,8,30000143,2682,5,86.85672543378837,Y,20000093
2019000122,2,30001118,2236,5,38.6907247210768,Y,20000094
2019000123,12,30001244,2581,1,30.557668820078895,Y,
2019000124,11,30000816,1191,1,44.3822934819798,Y,20000095
2019000125,4,30000803,2174,3,117.22904264045442,Y,20000096
2019000126,8,30000096,2818,1,148.71814551696104,Y,20000097
2019000127,1,30001219,1680,1,171.51111814230455,Y,20000098
2019000128,3,30000736,2190,3,181.88062156709861,Y,20000099
2019000129,1,30000287,1741,1,130.60231400312145,Y,
2019000130,9,30001002,1760,5,178.4812451969946,Y,20000100
2019000131,1,30000973,1619,3,73.48429117081352,Y,
2019000132,1,30001030,2529,2,180.5115158951084,Y,20000101
2019000133,4,30000640,1790,5,168.69273443143717,Y,20000102
2019000134,8,30000101,1635,3,147.77595123442583,Y,
2019000135,4,30001249,2498,4,61.16552890569774,Y,20000103
2019000136,3,30001122,2292,2,158.69206583388518,Y,20000104
2019000137,1,30000755,2602,5,156.04490672720362,Y,
2019000138,6,30001140,1332,5,76.50609301927486,Y,20000105
2019000139,7,30000070,1123,2,95.26649680874728,Y,20000106
2019000140,7,30000800,1850,4,133.5909789744124,Y,20000107
2019000141,1,30000147,1232,3,57.14849660023978,Y,20000108
2019000142,1,30000693,1232,1,63.8283377113826,Y,20000109
2019000143,4,30000191,2034,4,140.46892807762652,Y,20000110
2019000144,7,30000464,2126,5,156.88066541533215,Y,20000111
2019000145,2,30000851,2402,4,93.11605716128483,Y,20000112
2019000146,7,30000443,2694,5,126.59719733567839,Y,
2019000147,11,30000693,1037,3,128.57475809025672,Y,
2019000148,12,30000611,2629,2,180.20582967546363,Y,
2019000149,8,30000842,1491,3,183.23232848903132,Y,20000113
2019000150,12,30000558,2500,1,46.64109780460092,Y,
2019000151,7,30000747,1889,2,112.86449384068095,Y,20000114
2019000152,12,30000638,1253,1,76.78131149434682,Y,20000115
2019000153,11,30000177,2911,4,137.8581161688969,Y,20000116
2019000154,8,30000508,2586,2,75.35823558000297,Y,20000117
2019000155,9,30000896,2912,5,160.3113371158539,Y,20000118
2019000156,10,30000271,2547,1,95.8639375227623,Y,20000119
2019000157,10,30000298,2044,1,134.42956954435337,Y,
2019000158,6,30000762,1862,5,164.61511227607565,Y,20000120
2019000159,5,30000298,2603,3,108.96916604961311,Y,20000121
2019000160,9,30000646,2785,2,109.06558948008892,Y,
2019000161,9,30000845,2813,5,147.50582559049997,Y,20000122
2019000162,1,30000786,2010,3,142.06168720941417,Y,20000123
2019000163,4,30000490,1590,1,123.6604213607382,Y,20000124
2019000164,4,30000917,1355,5,126.21822003807083,Y,20000125
2019000165,3,30000433,2850,5,49.69610515481979,Y,20000126
2019000166,11,30000298,1005,2,177.9382075037463,Y,20000127
2019000167,2,30001078,1740,4,153.241275785963,Y,20000128
2019000168,7,30000515,2257,3,185.66862335323398,Y,
2019000169,5,30000696,2262,3,76.85816742348868,Y,20000129
2019000170,11,30000253,1652,5,36.03171318036428,Y,20000130
2019000171,7,30000399,2518,1,180.8914220167127,Y,20000131
2019000172,12,30000224,2088,5,107.48311690305523,Y,
2019000173,1,30000677,1788,4,145.43322026111736,N,
2019000174,9,30000353,1256,4,151.1509142686662,Y,20000132
2019000175,4,30001001,1865,4,155.42723805861448,Y,20000133
2019000176,5,30000035,1198,4,199.45627127448728,Y,
2019000177,5,30000398,1701,3,47.828265929498556,N,
2019000178,1,30000535,2784,1,122.48309695576914,Y,20000134
2019000179,12,30000219,2595,4,162.744354788254,Y,
2019000180,1,30001093,1461,3,74.00876713656479,Y,20000135
2019000181,5,30000045,2907,2,85.51637380745656,Y,20000136
2019000182,5,30000727,1487,2,198.72997894593962,N,
2019000183,5,30000232,1914,2,81.72691040377336,Y,20000137
2019000184,3,30000888,1515,4,155.719554643445,Y,20000138
2019000185,3,30000683,2007,2,89.33897779515704,Y,20000139
2019000186,5,30001214,1967,2,147.61963034240418,Y,
2019000187,10,30000068,2677,4,127.75982759496715,Y,
2019000188,3,30001198,2698,4,75.42447344150945,Y,20000140
2019000189,12,30000491,2859,5,121.15788269363439,Y,20000141
2019000190,12,30000321,1466,2,40.25457766194876,Y,20000142
2019000191,1,30000519,2799,5,170.04953848767957,Y,20000143
2019000192,5,30000504,2624,5,185.85373575225597,Y,20000144
2019000193,7,30001045,1628,2,190.4870392322636,Y,20000145
2019000194,9,30000917,1961,3,41.754504119790596,Y,20000146
2019000195,11,30000684,1501,2,91.46925388950271,Y,
2019000196,10,30000315,1929,4,137.3575015413824,Y,20000147
2019000197,4,30001105,1144,5,65.95848259301509,N,
2019000198,10,30001270,1623,4,150.38376409545322,Y,20000148
2019000199,10,30000448,2769,3,166.08219300856175,Y,20000149
2019000200,8,30001292,1456,4,63.5123572631943,Y,20000150
2019000201,1,30000633,2001,3,141.69078529015223,Y,
2019000202,6,30000542,2689,3,33.911610052857604,Y,20000151
2019000203,6,30000982,1822,2,195.4121173917913,Y,20000152
2019000204,1,30000442,2855,5,193.5739126022581,Y,20000153
2019000205,9,30000075,2828,5,88.20873962829899,Y,
2019000206,5,30000196,2505,1,122.43191656482983,Y,20000154
